229,330
230,213
231,4746
232,12241
233,336
234,10100
235,247
236,265
237,2960
238,1821
239,396
240,5358
241,3183
242,17645
243,15777
244,322
245,878
246,340
247,235
248,15488
249,916
250,7932
251,16940
252,11386
253,3923
254,281
255,281
256,9878
257,7461
258,12293
259,486
260,2763
261,220
262,10234
263,6625
264,4271
265,236
266,8892
267,17385
268,5359
269,1114
270,13077
271,18213
272,1515
273,8682
274,2748
275,2756
276,10436
277,367
278,11360
279,16640
280,9784
281,254
282,3447
283,17433
284,8125
285,5342
286,14278
287,426
288,6941
289,841
290,6918
291,16588
292,260
293,14257
294,4797
295,3757
296,198
297,11357
298,11693
299,1421
300,6939
301,16391
302,1819
303,15522
304,6535
305,6251
306,440
307,838
308,9799
309,408
310,876
311,1778
312,15368
313,3303
314,875
315,11025
316,13823
317,7790
318,2818
319,884
320,18468
321,11386
322,244
323,18774
324,8942
325,221
326,1500
327,1815
328,325
329,4398
330,229
331,217
332,1800
333,2460
334,367
335,4946
336,233
337,423
338,1060
339,17138
340,246
341,578
342,4331
343,4855
344,18907
345,8606
346,8562
347,4027
348,10129
349,10889
350,711
351,3872
352,9279
353,10451
354,2135
355,4640
356,13549
357,442
358,14938
359,13675
360,16792
361,17467
362,10098
363,2860
364,10466
365,9644
366,515
367,334
368,2958
369,924
370,13307
371,15690
372,1232
373,17135
374,17029
375,269
376,1165
377,1661
378,380
379,380
380,378
381,14377
382,722
383,10033
384,319
385,10195
386,15519
387,392
388,398
389,14344
390,703
391,10573
392,387
393,9489
394,483
395,652
396,239
397,5229
398,388
399,14309
400,332
401,15995
402,10877
403,2595
404,1865
405,12427
406,407
407,406
408,3838
409,5086
410,10853
411,10861
412,6726
413,14538
414,13036
415,593
416,10402
417,8237
418,10431
419,12257
420,16214
421,5523
422,1325
423,2359
424,1401
425,8465
426,11759
427,2777
428,434
429,4419
430,7802
431,610
432,398
433,2217
434,428
435,9213
436,697
437,5944
438,18696
439,998
440,17880
441,13907
442,357
443,11929
444,379
445,3443
446,14525
447,726
448,2576
449,15993
450,1824
451,762
452,13643
453,466
454,1518
455,459
456,8196
457,9106
458,3330
459,455
460,369
461,13689
462,689
463,10608
464,5764
465,13808
466,453
467,10149
468,12852
469,512
470,491
471,4043
472,491
473,491
474,2747
475,476
476,475
477,3487
478,14883
479,2503
480,7242
481,899
482,1230
483,394
484,7639
485,18276
486,259
487,6718
488,2771
489,17504
490,10154
491,9047
492,8582
493,14046
494,13748
495,15815
496,14967
497,541
498,1361
499,12864
500,6835
501,17325
502,1599
503,17895
504,14537
505,18519
506,3136
507,16891
508,16652
509,17795
510,1223
511,14491
512,469
513,6466
514,9973
515,1952
516,17326
517,4868
518,5132
519,12
520,16030
521,5441
522,18800
523,528
524,583
525,790
526,8124
527,4216
528,523
529,543
530,8629
531,5761
532,4503
533,18212
534,672
535,14475
536,8731
537,2076
538,12086
539,6998
540,17977
541,497
542,1053
543,529
544,596
545,624
546,14589
547,12002
548,15075
549,18709
550,17227
551,9102
552,8052
553,7322
554,17916
555,12374
556,14426
557,229
558,576
559,3308
560,15579
561,14558
562,675
563,4957
564,9936
565,560
566,6557
567,1015
568,1925
569,3433
570,9677
571,7363
572,18064
573,670
574,17756
575,18034
576,558
577,1702
578,341
579,5416
580,448
581,585
582,1422
583,524
584,8526
585,581
586,7102
587,12842
588,6639
589,14634
590,16311
591,12010
592,7708
593,8136
594,5086
595,4596
596,544
597,562
598,2490
599,1053
600,5518
601,634
602,10036
603,12915
604,6280
605,16233
606,16311
607,11569
608,636
609,1665
610,10301
611,2022
612,1683
613,550
614,4068
615,12990
616,520
617,13294
618,327
619,762
620,13655
621,8454
622,799
623,15183
624,12630
625,5148
626,1313
627,16351
628,89
629,9254
630,8462
631,1222
632,15393
633,10054
634,601
635,17025
636,608
637,648
638,647
639,647
640,641
641,640
642,3592
643,419
644,18761
645,1168
646,637
647,14545
648,637
649,12076
650,732
651,3628
652,395
653,1244
654,9553
655,3006
656,3004
657,11284
658,460
659,2268
660,915
661,14935
662,2830
663,7290
664,1043
665,6576
666,14891
667,10899
668,5396
669,14139
670,573
671,18828
672,534
673,15617
674,353
675,562
676,11930
677,652
678,7599
679,6844
680,3414
681,1683
682,16030
683,564
684,708
685,14758
686,13521
687,6022
688,15011
689,462
690,2792
691,9346
692,507
693,10648
694,5154
695,15700
696,18736
697,4953
698,2395
699,17545
700,5999
701,11569
702,9608
703,390
704,9102
705,10159
706,16
707,953
708,684
709,438
710,14712
711,350
712,15874
713,15472
714,7238
715,1319
716,8294
717,5501
718,18193
719,3608
720,4996
721,18619
722,12486
723,5785
724,5214
725,7673
726,447
727,1482
728,16351
729,7537
730,18972
731,18251
732,650
733,2949
734,740
735,5086
736,17500
737,2044
738,8324
739,733
740,743
741,3652
742,5687
743,740
744,14758
745,11167
746,5403
747,1124
748,1326
749,15817
750,756
751,8499
752,14067
753,11061
754,3144
755,733
756,750
757,14972
758,14584
759,2273
760,18524
761,11313
762,451
763,7316
764,13361
765,8726
766,2464
767,10193
768,11578
769,1060
770,5054
771,13747
772,2313
773,3137
774,796
775,6543
776,10739
777,8281
778,3948
779,230
780,16892
781,5287
782,17193
783,16862
784,18652
785,14633
786,1355
787,1011
788,6849
789,7205
790,5940
791,895
792,14613
793,4024
794,7326
795,2481
796,774
797,8975
798,18861
799,578
800,2198
801,9339
802,539
803,1223
804,10197
805,1245
806,1309
807,14826
808,13443
809,7426
810,883
811,6395
812,1114
813,622
814,894
815,916
816,12998
817,900
818,911
819,822
820,10748
821,10751
822,819
823,888
824,886
825,6918
826,926
827,15692
828,917
829,5370
830,12156
831,8350
832,10220
833,16422
834,14239
835,3181
836,328
837,3912
838,12473
839,938
840,878
841,636
842,16938
843,6840
844,879
845,880
846,5342
847,3268
848,14259
849,838
850,9984
851,11324
852,3236
853,3774
854,870
855,9398
856,2088
857,10777
858,946
859,874
860,18992
861,14360
862,10232
863,877
864,16420
865,4415
866,900
867,2104
868,16258
869,11361
870,854
871,14250
872,9819
873,6970
874,859
875,314
876,310
877,863
878,840
879,844
880,845
881,703
882,12118
883,810
884,319
885,449
886,824
887,926
888,823
889,14289
890,2322
891,13199
892,15999
893,6094
894,814
895,791
896,913
897,10011
898,18944
899,481
900,817
901,13133
902,10294
903,1154
904,5431
905,779
906,17697
907,817
908,10564
909,8060
910,1898
911,818
912,13886
913,896
914,11646
915,660
916,815
917,828
918,12307
919,911
920,9683
921,3632
922,4670
923,5424
924,369
925,9102
926,887
927,9169
928,16743
929,996
930,2977
931,4514
932,10296
933,2086
934,10845
935,5738
936,13566
937,18927
938,839
939,14359
940,5468
941,1212
942,9990
943,13133
944,2222
945,12770
946,858
947,902
948,931
949,3325
950,1489
951,720
952,10925
953,707
954,386
955,11595
956,8496
957,15581
958,971
959,15998
960,3500
961,16208
962,18616
963,11451
964,2786
965,11288
966,18699
967,970
968,11456
969,15075
970,967
971,958
972,18491
973,41
974,1589
975,10923
976,1784
977,838
978,15030
979,6210
980,6275
981,13307
982,9991
983,7617
984,18972
985,6560
986,123
987,10243
988,4945
989,15374
990,13151
991,12684
992,1002
993,907
994,18903
995,9122
996,929
997,19040
998,439
999,12288
1000,6722
1001,1111
1002,992
1003,952
1004,393
1005,583
1006,1009
1007,6214
1008,17359
1009,1006
1010,14046
1011,4910
1012,2083
1013,13725
1014,11077
1015,567
1016,4953
1017,1988
1018,16819
1019,4945
1020,14876
1021,3346
1022,2865
1023,5773
1024,9898
1025,12623
1026,1502
1027,1107
1028,14001
1029,10388
1030,16351
1031,1037
1032,10655
1033,3342
1034,1212
1035,15799
1036,1786
1037,1031
1038,13285
1039,18836
1040,1445
1041,7121
1042,17317
1043,13213
1044,9911
1045,13928
1046,2657
1047,5754
1048,10435
1049,9223
1050,5671
1051,1218
1052,6532
1053,542
1054,1091
1055,1060
1056,1362
1057,12257
1058,1070
1059,6286
1060,1055
1061,10034
1062,2351
1063,2538
1064,9041
1065,2010
1066,13851
1067,1103
1068,7531
1069,13598
1070,1058
1071,2295
1072,8067
1073,416
1074,1116
1075,1087
1076,18058
1077,14792
1078,1009
1079,16644
1080,5233
1081,13442
1082,2135
1083,9102
1084,756
1085,11536
1086,1131
1087,1075
1088,13799
1089,1157
1090,9594
1091,1054
1092,1585
1093,13928
1094,733
1095,56
1096,14078
1097,17760
1098,8641
1099,9157
1100,16001
1101,5027
1102,12565
1103,1067
1104,16420
1105,17697
1106,13613
1107,1027
1108,1187
1109,10328
1110,1133
1111,1001
1112,14739
1113,6839
1114,812
1115,1564
1116,1074
1117,12373
1118,1122
1119,6537
1120,11184
1121,18870
1122,1118
1123,9986
1124,13137
1125,5934
1126,9610
1127,6133
1128,9988
1129,11119
1130,16154
1131,1086
1132,12082
1133,5690
1134,993
1135,6148
1136,5124
1137,1160
1138,2205
1139,15765
1140,9990
1141,14896
1142,8753
1143,16005
1144,1191
1145,1178
1146,3292
1147,16791
1148,8544
1149,10002
1150,1182
1151,15615
1152,8638
1153,2346
1154,17848
1155,10655
1156,15341
1157,1089
1158,907
1159,8826
1160,1137
1161,17099
1162,1075
1163,1246
1164,7626
1165,6843
1166,7787
1167,16073
1168,645
1169,10315
1170,10431
1171,14760
1172,3584
1173,1246
1174,1203
1175,988
1176,5729
1177,1593
1178,1145
1179,6242
1180,17453
1181,2153
1182,1150
1183,13192
1184,7584
1185,1564
1186,1190
1187,4128
1188,5010
1189,6114
1190,1186
1191,1144
1192,15996
1193,2097
1194,14557
1195,15619
1196,3132
1197,14670
1198,17453
1199,1217
1200,18656
1201,1498
1202,1231
1203,1174
1204,5687
1205,3317
1206,9364
1207,7813
1208,2549
1209,59
1210,10682
1211,9118
1212,941
1213,812
1214,3308
1215,1262
1216,1238
1217,1199
1218,1051
1219,7801
1220,11077
1221,1227
1222,1505
1223,803
1224,1229
1225,8268
1226,2374
1227,1221
1228,6132
1229,1224
1230,16135
1231,1202
1232,372
1233,12870
1234,16598
1235,12770
1236,293
1237,9339
1238,1216
1239,956
1240,16288
1241,9354
1242,5787
1243,13736
1244,653
1245,805
1246,1163
1247,12942
1248,17424
1249,4099
1250,1297
1251,1270
1252,3531
1253,9169
1254,8609
1255,703
1256,3046
1257,14378
1258,7324
1259,7320
1260,1653
1261,1449
1262,1513
1263,1268
1264,1185
1265,11774
1266,7274
1267,10527
1268,1263
1269,11221
1270,5910
1271,5398
1272,3649
1273,4903
1274,11259
1275,6313
1276,6481
1277,11164
1278,8577
1279,9047
1280,14749
1281,18786
1282,11247
1283,12442
1284,3170
1285,11259
1286,7555
1287,17331
1288,4475
1289,5822
1290,737
1291,1292
1292,1291
1293,14118
1294,10330
1295,2245
1296,11259
1297,1250
1298,1687
1299,10962
1300,5694
1301,2133
1302,14784
1303,1506
1304,2245
1305,1270
1306,11519
1307,3716
1308,9350
1309,806
1310,11590
1311,6
1312,2320
1313,18711
1314,1398
1315,16019
1316,3905
1317,1593
1318,7290
1319,3874
1320,1835
1321,13907
1322,8338
1323,1496
1324,4670
1325,16601
1326,748
1327,8588
1328,8655
1329,3643
1330,1394
1331,14359
1332,1438
1333,5951
1334,7582
1335,2753
1336,5688
1337,13512
1338,14426
1339,12006
1340,15670
1341,1874
1342,6132
1343,16179
1344,16351
1345,1931
1346,12276
1347,681
1348,4615
1349,5462
1350,10356
1351,5594
1352,7595
1353,1890
1354,11787
1355,2219
1356,3617
1357,18877
1358,2969
1359,7599
1360,17648
1361,498
1362,1056
1363,7028
1364,2757
1365,16971
1366,3391
1367,1695
1368,13132
1369,12494
1370,10385
1371,1516
1372,1403
1373,4868
1374,11784
1375,7057
1376,5731
1377,2683
1378,11039
1379,15761
1380,12371
1381,9972
1382,10615
1383,8552
1384,14732
1385,18657
1386,17648
1387,9726
1388,5537
1389,11830
1390,11409
1391,7773
1392,6570
1393,706
1394,1676
1395,5104
1396,14078
1397,17453
1398,3990
1399,3510
1400,11593
1401,3236
1402,19001
1403,1372
1404,13208
1405,14215
1406,231
1407,6727
1408,1945
1409,11612
1410,10572
1411,15779
1412,13156
1413,14422
1414,8114
1415,9268
1416,5045
1417,11601
1418,2866
1419,3157
1420,5135
1421,1333
1422,582
1423,15447
1424,18526
1425,10338
1426,14876
1427,1371
1428,1631
1429,8465
1430,1440
1431,11388
1432,10831
1433,10862
1434,1593
1435,14318
1436,4970
1437,8968
1438,1332
1439,1144
1440,1430
1441,6454
1442,6771
1443,18314
1444,9212
1445,12010
1446,1160
1447,5671
1448,2546
1449,7069
1450,5634
1451,1498
1452,8040
1453,2025
1454,7813
1455,15341
1456,10519
1457,7140
1458,5287
1459,8557
1460,9929
1461,7826
1462,15168
1463,6328
1464,13438
1465,2543
1466,11115
1467,4193
1468,3517
1469,13345
1470,10124
1471,2341
1472,1550
1473,4626
1474,9899
1475,7082
1476,3781
1477,1516
1478,1483
1479,9643
1480,2449
1481,11929
1482,6546
1483,1478
1484,13971
1485,15661
1486,7689
1487,3073
1488,17184
1489,950
1490,681
1491,6688
1492,1309
1493,1512
1494,11594
1495,2980
1496,1323
1497,9290
1498,1201
1499,3636
1500,2559
1501,15071
1502,1521
1503,17305
1504,1516
1505,1222
1506,1303
1507,16824
1508,18920
1509,2511
1510,14787
1511,2110
1512,1493
1513,4703
1514,15803
1515,272
1516,1504
1517,2382
1518,454
1519,554
1520,8965
1521,1502
1522,8701
1523,18656
1524,8686
1525,774
1526,4025
1527,963
1528,10956
1529,2952
1530,4881
1531,2937
1532,14072
1533,1620
1534,11455
1535,10888
1536,5664
1537,4447
1538,4442
1539,3325
1540,3573
1541,11165
1542,10714
1543,11077
1544,1129
1545,5731
1546,11950
1547,1616
1548,1065
1549,5967
1550,1555
1551,9066
1552,1603
1553,4216
1554,10609
1555,1745
1556,11899
1557,1305
1558,3872
1559,2976
1560,15124
1561,2606
1562,14792
1563,13285
1564,1185
1565,7741
1566,17630
1567,18868
1568,10962
1569,2889
1570,1444
1571,4845
1572,1663
1573,9852
1574,13317
1575,1371
1576,8656
1577,1584
1578,2452
1579,9082
1580,3509
1581,3825
1582,17697
1583,15459
1584,1577
1585,16877
1586,4233
1587,4409
1588,11164
1589,1672
1590,3147
1591,1710
1592,10149
1593,1317
1594,2568
1595,2592
1596,13398
1597,14151
1598,1608
1599,502
1600,1699
1601,2017
1602,14116
1603,1552
1604,5206
1605,11974
1606,13192
1607,17973
1608,1598
1609,15981
1610,6738
1611,8979
1612,4495
1613,4415
1614,13656
1615,1756
1616,1547
1617,15058
1618,13192
1619,6764
1620,1533
1621,5256
1622,5095
1623,8196
1624,13167
1625,7140
1626,18112
1627,1636
1628,3510
1629,16919
1630,8133
1631,1428
1632,17959
1633,7773
1634,17682
1635,1984
1636,1627
1637,16290
1638,10648
1639,1610
1640,11644
1641,1747
1642,734
1643,18164
1644,11502
1645,1699
1646,1206
1647,6799
1648,15749
1649,16014
1650,9047
1651,696
1652,1681
1653,1260
1654,9900
1655,6039
1656,2253
1657,118
1658,2110
1659,11502
1660,743
1661,3529
1662,1540
1663,1572
1664,12761
1665,1711
1666,13451
1667,16166
1668,2294
1669,18079
1670,10889
1671,18543
1672,1589
1673,714
1674,16209
1675,17245
1676,1394
1677,1704
1678,1328
1679,12919
1680,1984
1681,1652
1682,18322
1683,681
1684,12086
1685,8472
1686,2149
1687,1298
1688,1696
1689,3132
1690,123
1691,2387
1692,10957
1693,10803
1694,16111
1695,16180
1696,1688
1697,13365
1698,101
1699,1645
1700,6849
1701,2182
1702,11311
1703,3544
1704,1677
1705,7205
1706,12070
1707,6336
1708,7788
1709,2522
1710,1591
1711,1665
1712,770
1713,5432
1714,9336
1715,514
1716,15843
1717,4619
1718,3667
1719,1260
1720,4766
1721,13004
1722,11249
1723,4128
1724,1443
1725,1677
1726,2187
1727,4133
1728,6373
1729,3230
1730,8643
1731,2792
1732,7364
1733,4225
1734,4976
1735,1429
1736,11625
1737,16756
1738,11974
1739,18338
1740,3681
1741,3581
1742,2264
1743,10721
1744,1703
1745,1555
1746,8543
1747,1641
1748,8753
1749,7212
1750,14386
1751,4764
1752,10178
1753,14035
1754,2688
1755,4774
1756,1769
1757,15766
1758,13007
1759,11655
1760,1334
1761,2861
1762,6920
1763,16968
1764,12283
1765,15511
1766,1831
1767,7384
1768,17130
1769,3301
1770,4334
1771,2737
1772,5839
1773,11665
1774,3915
1775,12247
1776,10208
1777,16330
1778,13628
1779,3742
1780,5315
1781,3298
1782,1830
1783,10779
1784,3188
1785,17408
1786,1036
1787,2162
1788,4257
1789,2398
1790,9434
1791,867
1792,6935
1793,8383
1794,3238
1795,10214
1796,842
1797,3295
1798,16519
1799,12268
1800,332
1801,1829
1802,8103
1803,4803
1804,17391
1805,15999
1806,11382
1807,15021
1808,2743
1809,11562
1810,13547
1811,15498
1812,15429
1813,11385
1814,4781
1815,17349
1816,4326
1817,11370
1818,11678
1819,10788
1820,14418
1821,238
1822,14950
1823,6408
1824,450
1825,2821
1826,1804
1827,1768
1828,11395
1829,1801
1830,1782
1831,1766
1832,2063
1833,1803
1834,12242
1835,11429
1836,1869
1837,220
1838,3298
1839,13598
1840,12341
1841,7975
1842,1866
1843,1834
1844,4815
1845,17644
1846,8932
1847,1925
1848,5437
1849,4968
1850,2772
1851,13667
1852,1935
1853,2160
1854,6488
1855,3780
1856,14043
1857,5766
1858,1820
1859,16772
1860,7280
1861,7915
1862,9646
1863,11198
1864,2803
1865,404
1866,1842
1867,2066
1868,13671
1869,1836
1870,2002
1871,2531
1872,1874
1873,15142
1874,1872
1875,17873
1876,8240
1877,17276
1878,3529
1879,2449
1880,4958
1881,17049
1882,15999
1883,11214
1884,224
1885,8695
1886,5086
1887,1896
1888,18807
1889,9011
1890,1353
1891,176
1892,14868
1893,7567
1894,3905
1895,1950
1896,1887
1897,1920
1898,10723
1899,4313
1900,1857
1901,11191
1902,2849
1903,6725
1904,5339
1905,8071
1906,2028
1907,1913
1908,1794
1909,17913
1910,1062
1911,799
1912,13230
1913,1851
1914,1964
1915,14454
1916,2209
1917,2028
1918,13336
1919,17111
1920,1897
1921,4868
1922,7971
1923,7554
1924,1851
1925,2013
1926,7260
1927,2028
1928,13802
1929,5234
1930,270
1931,2692
1932,12086
1933,4668
1934,5171
1935,1852
1936,6742
1937,2624
1938,8129
1939,14531
1940,18709
1941,17805
1942,62
1943,11593
1944,1851
1945,1408
1946,3758
1947,3443
1948,5022
1949,6625
1950,1925
1951,18949
1952,515
1953,2395
1954,3043
1955,1403
1956,1367
1957,16640
1958,8535
1959,2189
1960,2055
1961,8237
1962,10144
1963,84
1964,1914
1965,16233
1966,5555
1967,17135
1968,3948
1969,13690
1970,4384
1971,2030
1972,1538
1973,3581
1974,2013
1975,1987
1976,1913
1977,5266
1978,18415
1979,11905
1980,4994
1981,10011
1982,11493
1983,2546
1984,1680
1985,2410
1986,4530
1987,1975
1988,11480
1989,9266
1990,8192
1991,5074
1992,16570
1993,3086
1994,18699
1995,8627
1996,2386
1997,2021
1998,10852
1999,3559
2000,1973
2001,9607
2002,3874
2003,4604
2004,13482
2005,8160
2006,2035
2007,16765
2008,4361
2009,1867
2010,18343
2011,2102
2012,6619
2013,1925
2014,17715
2015,6534
2016,9830
2017,1601
2018,9445
2019,5713
2020,13789
2021,1997
2022,5685
2023,5149
2024,1067
2025,11473
2026,7177
2027,1476
2028,1925
2029,30
2030,1971
2031,2546
2032,10328
2033,2546
2034,398
2035,2006
2036,2012
2037,16757
2038,9979
2039,6479
2040,11072
2041,16863
2042,3531
2043,9066
2044,737
2045,5554
2046,2502
2047,8616
2048,6138
2049,17363
2050,13808
2051,2270
2052,3649
2053,517
2054,8048
2055,4216
2056,2142
2057,9085
2058,2135
2059,9119
2060,1821
2061,2035
2062,8531
2063,1832
2064,7374
2065,17202
2066,1867
2067,2436
2068,2183
2069,5723
2070,8705
2071,2028
2072,17724
2073,14305
2074,11835
2075,2668
2076,537
2077,10877
2078,1165
2079,4316
2080,11420
2081,5196
2082,18726
2083,1012
2084,17991
2085,13872
2086,933
2087,10339
2088,13205
2089,7319
2090,6487
2091,3515
2092,18056
2093,1415
2094,6708
2095,2385
2096,11404
2097,1193
2098,14631
2099,5896
2100,17760
2101,15749
2102,2011
2103,5025
2104,2108
2105,17775
2106,17070
2107,15618
2108,2104
2109,14572
2110,1658
2111,17701
2112,9185
2113,5430
2114,7402
2115,13362
2116,2109
2117,13403
2118,7595
2119,5054
2120,16822
2121,642
2122,5713
2123,3374
2124,3495
2125,2132
2126,14601
2127,17464
2128,12086
2129,4921
2130,2657
2131,15771
2132,2125
2133,13285
2134,7753
2135,13907
2136,11569
2137,15306
2138,15981
2139,2338
2140,1630
2141,5223
2142,2056
2143,7857
2144,17269
2145,7594
2146,18874
2147,15647
2148,18221
2149,1686
2150,8049
2151,9848
2152,3573
2153,8563
2154,4052
2155,16810
2156,6125
2157,18690
2158,3504
2159,18690
2160,2011
2161,2192
2162,1787
2163,2337
2164,13475
2165,6056
2166,16752
2167,14904
2168,18719
2169,13057
2170,1224
2171,10549
2172,6466
2173,15961
2174,2304
2175,8745
2176,2447
2177,10015
2178,2586
2179,4146
2180,8588
2181,12292
2182,1639
2183,2068
2184,2132
2185,9335
2186,8321
2187,1726
2188,16863
2189,4842
2190,18690
2191,1587
2192,2161
2193,2229
2194,5662
2195,16091
2196,2857
2197,150
2198,7542
2199,8552
2200,16819
2201,17648
2202,3905
2203,7715
2204,5945
2205,1138
2206,14672
2207,7555
2208,6150
2209,14710
2210,16801
2211,8308
2212,14467
2213,17471
2214,940
2215,6117
2216,7057
2217,2168
2218,17466
2219,1355
2220,5599
2221,11841
2222,944
2223,3084
2224,1632
2225,1198
2226,1056
2227,2174
2228,3146
2229,2193
2230,17936
2231,11426
2232,6087
2233,2792
2234,10429
2235,3423
2236,10012
2237,13118
2238,14118
2239,10365
2240,2244
2241,18381
2242,9495
2243,1851
2244,2240
2245,2248
2246,8496
2247,3025
2248,2245
2249,5238
2250,2844
2251,2632
2252,10555
2253,17145
2254,3077
2255,13421
2256,14088
2257,11234
2258,1702
2259,8167
2260,9027
2261,2135
2262,6767
2263,9923
2264,1742
2265,98
2266,4154
2267,9945
2268,659
2269,13789
2270,3510
2271,3025
2272,1781
2273,759
2274,11489
2275,18417
2276,7811
2277,6840
2278,6149
2279,8789
2280,9338
2281,3588
2282,13656
2283,8824
2284,17274
2285,7859
2286,7259
2287,16222
2288,2308
2289,14463
2290,2303
2291,136
2292,4147
2293,3657
2294,4578
2295,16858
2296,18328
2297,12968
2298,4217
2299,10718
2300,13375
2301,2432
2302,2470
2303,2290
2304,2174
2305,12542
2306,10524
2307,10403
2308,2288
2309,17453
2310,1470
2311,16844
2312,7839
2313,772
2314,6988
2315,9936
2316,2334
2317,1953
2318,12133
2319,7264
2320,14688
2321,4370
2322,2329
2323,2627
2324,13287
2325,15492
2326,9926
2327,14803
2328,2308
2329,2322
2330,16161
2331,254
2332,8546
2333,4020
2334,2316
2335,16145
2336,14518
2337,2163
2338,2139
2339,3137
2340,2335
2341,2563
2342,2680
2343,1658
2344,2441
2345,9241
2346,12070
2347,14503
2348,2347
2349,15094
2350,16924
2351,12052
2352,17365
2353,3594
2354,17181
2355,2571
2356,15764
2357,12002
2358,14465
2359,703
2360,10802
2361,13247
2362,2428
2363,18963
2364,13740
2365,1030
2366,9310
2367,17037
2368,1343
2369,17421
2370,16209
2371,932
2372,16173
2373,2400
2374,1226
2375,9613
2376,14703
2377,8686
2378,5925
2379,3671
2380,16690
2381,12494
2382,1517
2383,5144
2384,16024
2385,9937
2386,1996
2387,2601
2388,5128
2389,2398
2390,11467
2391,11474
2392,6584
2393,4932
2394,17040
2395,9814
2396,17950
2397,2393
2398,1789
2399,3315
2400,16097
2401,11484
2402,2415
2403,2464
2404,10300
2405,2685
2406,11942
2407,14501
2408,10323
2409,2180
2410,11820
2411,8619
2412,17778
2413,12005
2414,13697
2415,2402
2416,2431
2417,2102
2418,9431
2419,4561
2420,9520
2421,17317
2422,9289
2423,16710
2424,2544
2425,4023
2426,7058
2427,14151
2428,2362
2429,2437
2430,2334
2431,8971
2432,2301
2433,17098
2434,4300
2435,13844
2436,2067
2437,2429
2438,8656
2439,5528
2440,6014
2441,2344
2442,2454
2443,102
2444,12594
2445,14729
2446,5945
2447,15813
2448,13558
2449,8690
2450,3672
2451,11487
2452,8132
2453,7545
2454,2442
2455,5223
2456,13849
2457,951
2458,9935
2459,9119
2460,3995
2461,12477
2462,9268
2463,18825
2464,2211
2465,5981
2466,11775
2467,18338
2468,2541
2469,10646
2470,11060
2471,1518
2472,2619
2473,18440
2474,2490
2475,7354
2476,12856
2477,1825
2478,2666
2479,3337
2480,8969
2481,795
2482,6801
2483,11886
2484,8132
2485,8948
2486,10363
2487,15916
2488,11968
2489,3584
2490,2474
2491,6682
2492,18538
2493,12479
2494,6771
2495,14936
2496,9971
2497,17626
2498,7051
2499,5490
2500,3787
2501,13671
2502,2046
2503,5065
2504,3129
2505,17219
2506,2510
2507,7547
2508,14131
2509,2540
2510,2506
2511,1509
2512,3894
2513,5266
2514,2484
2515,11727
2516,8255
2517,3122
2518,13198
2519,4528
2520,3986
2521,6062
2522,1709
2523,4973
2524,2503
2525,9971
2526,18569
2527,2526
2528,283
2529,13358
2530,8627
2531,13901
2532,2622
2533,5829
2534,3781
2535,9608
2536,2558
2537,9785
2538,1063
2539,12446
2540,2509
2541,2468
2542,2339
2543,1465
2544,17032
2545,18590
2546,1983
2547,2578
2548,2694
2549,17162
2550,12827
2551,3575
2552,7568
2553,3711
2554,7673
2555,6250
2556,2645
2557,8215
2558,2536
2559,2591
